📄 AddBos: 255
📄 BosId: 128000 (<｜begin▁of▁sentence｜>)
📄 EosId: 128001 (<｜end▁of▁sentence｜>) 128001 (<｜end▁of▁sentence｜>) 
📄 RegularVocabSize: 128000
📄 SpecialVocabSize: 256
💡 Arch: Llama
💡 HiddenAct: Silu
💡 Dim: 4096
💡 HeadDim: 128
💡 QDim: 4096
💡 KvDim: 1024
💡 HiddenDim: 14336
💡 VocabSize: 128256
💡 nLayers: 32
💡 nHeads: 32
💡 nKvHeads: 8
💡 OrigSeqLen: 131072
💡 SeqLen: 4096
💡 NormEpsilon: 0.000010
💡 RopeType: Llama3.1
💡 RopeTheta: 500000
💡 RopeScaling: f=8.0, l=1.0, h=4.0, o=8192
📀 RequiredMemory: 3312 MB
⭕ Socket[0]: connecting to 192.168.1.77:9998 worker
⭕ Socket[0]: connected
⭕ Socket[1]: connecting to 192.168.1.75:9998 worker
⭕ Socket[1]: connected
⭕ Socket[2]: connecting to 192.168.1.76:9998 worker
⭕ Socket[2]: connected
⭕ Network is initialized
🧠 CPU: neon fp16
💿 Loading weights...
💿 Loaded 12/32
💿 Loaded 13/32
💿 Loaded 14/32
💿 Loaded 15/32
💿 Loaded 16/32
💿 Loaded 17/32
💿 Loaded 18/32
💿 Loaded 19/32
💿 Loaded 20/32
💿 Loaded 21/32
💿 Loaded 22/32
💿 Loaded 23/32
💿 Loaded 24/32
💿 Loaded 25/32
💿 Loaded 26/32
💿 Loaded 27/32
💿 Loaded 28/32
💿 Loaded 29/32
💿 Loaded 30/32
💿 Loaded 31/32
💿 Loaded 32/32
💿 Weights loaded
🚁 Network is in non-blocking mode
Explain in exhaustive detail, step by step, how distributed tensor-parallel inference of a transformer works on a CPU cluster: weight sharding, all-reduce synchronisation, the KV-cache, and the memory-bandwidth limit on commodity hardware. Include worked numerical examples and keep elaborating at length.
🔷️ Eval 5344 ms Sync  464 ms | Sent 27648 kB Recv 38136 kB | (32 tokens)
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  CPUs
🔶 Pred  174 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  169 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  which
🔶 Pred  171 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  169 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  169 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  bit
🔶 Pred  169 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  171 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  171 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | First
🔶 Pred  171 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  171 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  174 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  need
🔶 Pred  174 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  171 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  break
🔶 Pred  172 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  down
🔶 Pred  171 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  171 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  components
🔶 Pred  173 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  mentioned
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  172 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  weight
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  sh
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | arding
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | -re
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | duce
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  synchronization
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  KV
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | -cache
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  173 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  memory
🔶 Pred  172 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | -band
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | width
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  limit
🔶 Pred  173 ms Sync   14 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Let
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  me
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  start
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  with
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  weight
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  sh
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | arding
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  From
🔶 Pred  171 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  what
🔶 Pred  179 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  remember
🔶 Pred  171 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  weight
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  sh
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | arding
🔶 Pred  170 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  when
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  model
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  split
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  across
🔶 Pred  172 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  multiple
🔶 Pred  187 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  GPUs
🔶 Pred  173 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Each
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  GPU
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  holds
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  part
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  so
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  when
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  want
🔶 Pred  175 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  174 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  compute
🔶 Pred  173 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  forward
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  pass
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  GPU
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  does
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  part
🔶 Pred  172 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  computation
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  using
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  its
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  own
🔶 Pred  173 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  174 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  173 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  But
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  case
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  inference
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  especially
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  with
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  transformers
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  maybe
🔶 Pred  171 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  176 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  bit
🔶 Pred  173 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  because
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  transformers
🔶 Pred  175 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  attention
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  mechanisms
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  require
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  combining
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  parts
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  model
🔶 Pred  176 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | Wait
🔶 Pred  174 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  but
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  question
🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  about
🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  distributed
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  tensor
🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | -
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | parallel
🔶 Pred  178 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  inference
🔶 Pred  193 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  on
🔶 Pred  174 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  174 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  CPU
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  cluster
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  instead
🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  GPUs
🔶 Pred  173 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  176 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  we
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | 're
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  using
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  CPUs
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  183 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  That
🔶 Pred  173 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  changes
🔶 Pred  177 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  things
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  because
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  CPUs
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  memory
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  architectures
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  177 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  Each
🔶 Pred  177 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  CPU
🔶 Pred  172 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  might
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  its
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  own
🔶 Pred  181 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  sh
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | arded
🔶 Pred  177 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  right
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ?
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  CPU
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  portion
🔶 Pred  179 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  173 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  model
🔶 Pred  174 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  179 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  177 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | Next
🔶 Pred  174 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  178 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  179 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | -re
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | duce
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  synchronization
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  174 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  think
🔶 Pred  174 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  this
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  where
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  182 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  177 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  GPUs
🔶 Pred  178 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  (
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | or
🔶 Pred  174 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  this
🔶 Pred  175 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  case
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  CPUs
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | )
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  reduce
🔶 Pred  174 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  their
