📄 AddBos: 255
📄 BosId: 128000 (<｜begin▁of▁sentence｜>)
📄 EosId: 128001 (<｜end▁of▁sentence｜>) 128001 (<｜end▁of▁sentence｜>) 
📄 RegularVocabSize: 128000
📄 SpecialVocabSize: 256
💡 Arch: Llama
💡 HiddenAct: Silu
💡 Dim: 4096
💡 HeadDim: 128
💡 QDim: 4096
💡 KvDim: 1024
💡 HiddenDim: 14336
💡 VocabSize: 128256
💡 nLayers: 32
💡 nHeads: 32
💡 nKvHeads: 8
💡 OrigSeqLen: 131072
💡 SeqLen: 4096
💡 NormEpsilon: 0.000010
💡 RopeType: Llama3.1
💡 RopeTheta: 500000
💡 RopeScaling: f=8.0, l=1.0, h=4.0, o=8192
📀 RequiredMemory: 3312 MB
⭕ Socket[0]: connecting to 192.168.1.77:9998 worker
⭕ Socket[0]: connected
⭕ Socket[1]: connecting to 192.168.1.75:9998 worker
⭕ Socket[1]: connected
⭕ Socket[2]: connecting to 192.168.1.76:9998 worker
⭕ Socket[2]: connected
⭕ Network is initialized
🧠 CPU: neon fp16
💿 Loading weights...
💿 Loaded 12/32
💿 Loaded 13/32
💿 Loaded 14/32
💿 Loaded 15/32
💿 Loaded 16/32
💿 Loaded 17/32
💿 Loaded 18/32
💿 Loaded 19/32
💿 Loaded 20/32
💿 Loaded 21/32
💿 Loaded 22/32
💿 Loaded 23/32
💿 Loaded 24/32
💿 Loaded 25/32
💿 Loaded 26/32
💿 Loaded 27/32
💿 Loaded 28/32
💿 Loaded 29/32
💿 Loaded 30/32
💿 Loaded 31/32
💿 Loaded 32/32
💿 Weights loaded
🚁 Network is in non-blocking mode
Explain in exhaustive detail, step by step, how distributed tensor-parallel inference of a transformer works on a CPU cluster: weight sharding, all-reduce synchronisation, the KV-cache, and the memory-bandwidth limit on commodity hardware. Include worked numerical examples and keep elaborating at length.
🔷️ Eval 3737 ms Sync  433 ms | Sent 27648 kB Recv 38136 kB | (32 tokens)
🔶 Pred  117 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  CPU
🔶 Pred  117 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  cluster
🔶 Pred  117 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  117 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  117 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  know
🔶 Pred  117 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  transformers
🔶 Pred  117 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  117 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  used
🔶 Pred  117 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  122 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  models
🔶 Pred  129 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  like
🔶 Pred  123 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  G
🔶 Pred  132 ms Sync   13 ms | Sent   864 kB Recv  1191 kB | PT
🔶 Pred  119 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  118 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  129 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  they
🔶 Pred  135 ms Sync   34 ms | Sent   864 kB Recv  1191 kB |  rely
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  on
🔶 Pred  128 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  self
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | -
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | attention
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  mechanisms
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  119 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  But
🔶 Pred  118 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  details
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  how
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  they
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  work
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  118 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  distributed
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  setting
🔶 Pred  120 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  118 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  bit
🔶 Pred  126 ms Sync   25 ms | Sent   864 kB Recv  1191 kB |  fuzzy
🔶 Pred  155 ms Sync   29 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  119 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  me
🔶 Pred  132 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  119 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | First
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  remember
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  132 ms Sync   10 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  140 ms Sync   11 ms | Sent   864 kB Recv  1191 kB |  training
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  transformer
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  often
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  use
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  GPUs
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  because
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  they
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  can
🔶 Pred  124 ms Sync   29 ms | Sent   864 kB Recv  1191 kB |  handle
🔶 Pred  133 ms Sync   42 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  massive
🔶 Pred  124 ms Sync   27 ms | Sent   864 kB Recv  1191 kB |  computations
🔶 Pred  123 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  more
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  efficiently
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  But
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  for
🔶 Pred  119 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  inference
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  maybe
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  In
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ference
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  when
🔶 Pred  122 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  121 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  use
🔶 Pred  139 ms Sync   29 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  132 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  model
🔶 Pred  152 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  160 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  generate
🔶 Pred  118 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  text
🔶 Pred  118 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  right
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ?
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  119 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  119 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  for
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  119 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  might
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  not
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  need
🔶 Pred  118 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  as
🔶 Pred  119 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  much
🔶 Pred  119 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  computation
🔶 Pred  121 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  128 ms Sync   50 ms | Sent   864 kB Recv  1191 kB |  but
🔶 Pred  131 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  119 ms Sync   26 ms | Sent   864 kB Recv  1191 kB |  still
🔶 Pred  129 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  need
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  process
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  lot
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  data
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  which
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  could
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  be
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  problem
🔶 Pred  134 ms Sync   11 ms | Sent   864 kB Recv  1191 kB |  on
🔶 Pred  139 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  single
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  CPU
🔶 Pred  122 ms Sync   19 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  146 ms Sync   30 ms | Sent   864 kB Recv  1191 kB | The
🔶 Pred  119 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  user
🔶 Pred  126 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  mentioned
🔶 Pred  128 ms Sync   24 ms | Sent   864 kB Recv  1191 kB |  weight
🔶 Pred  119 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  sh
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | arding
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  think
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  this
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  when
🔶 Pred  119 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  119 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  model
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  split
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  across
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  multiple
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  processes
🔶 Pred  132 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  140 ms Sync   32 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  124 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  131 ms Sync   38 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  process
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  part
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  126 ms Sync   12 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  132 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  136 ms Sync   24 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  120 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  That
🔶 Pred  120 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  makes
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  sense
🔶 Pred  120 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  because
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  if
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  multiple
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  CPUs
🔶 Pred  138 ms Sync   26 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  133 ms Sync   35 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  136 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  can
🔶 Pred  134 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  distribute
🔶 Pred  120 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  work
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  But
🔶 Pred  119 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  how
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  does
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  that
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  work
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  practice
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ?
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Maybe
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  CPU
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  holds
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  portion
🔶 Pred  123 ms Sync   34 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  173 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  137 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  weights
🔶 Pred  139 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  when
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  need
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  compute
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  something
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  you
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  combine
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  relevant
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  parts
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  from
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  processes
🔶 Pred  121 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred  125 ms Sync   34 ms | Sent   864 kB Recv  1191 kB | Then
🔶 Pred  135 ms Sync   41 ms | Sent   864 kB Recv  1191 kB |  there
🔶 Pred  120 ms Sync   23 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred  128 ms Sync   26 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | -re
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | duce
🔶 Pred  121 ms Sync   21 ms | Sent   864 kB Recv  1191 kB |  synchronization
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 've
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  heard
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  this
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  context
🔶 Pred  132 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred  133 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  distributed
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  training
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  All
🔶 Pred  127 ms Sync   37 ms | Sent   864 kB Recv  1191 kB | -re
🔶 Pred  133 ms Sync   38 ms | Sent   864 kB Recv  1191 kB | duce
🔶 Pred  120 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred  127 ms Sync   28 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  way
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  aggregate
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  values
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  across
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  processes
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  if
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  120 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  process
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred  120 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  partial
🔶 Pred  121 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  sum
🔶 Pred  121 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  123 ms Sync   29 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  138 ms Sync   37 ms | Sent   864 kB Recv  1191 kB | -re
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | duce
🔶 Pred  126 ms Sync   31 ms | Sent   864 kB Recv  1191 kB |  would
🔶 Pred  158 ms Sync   23 ms | Sent   864 kB Recv  1191 kB |  sum
🔶 Pred  121 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  them
🔶 Pred  122 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  all
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  together
🔶 Pred  133 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  into
🔶 Pred  149 ms Sync   11 ms | Sent   864 kB Recv  1191 kB |  one
🔶 Pred  122 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  value
🔶 Pred  122 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  But
🔶 Pred  122 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
