📄 AddBos: 255
📄 BosId: 128000 (<｜begin▁of▁sentence｜>)
📄 EosId: 128001 (<｜end▁of▁sentence｜>) 128001 (<｜end▁of▁sentence｜>) 
📄 RegularVocabSize: 128000
📄 SpecialVocabSize: 256
💡 Arch: Llama
💡 HiddenAct: Silu
💡 Dim: 4096
💡 HeadDim: 128
💡 QDim: 4096
💡 KvDim: 1024
💡 HiddenDim: 14336
💡 VocabSize: 128256
💡 nLayers: 32
💡 nHeads: 32
💡 nKvHeads: 8
💡 OrigSeqLen: 131072
💡 SeqLen: 8192
💡 NormEpsilon: 0.000010
💡 RopeType: Llama3.1
💡 RopeTheta: 500000
💡 RopeScaling: f=8.0, l=1.0, h=4.0, o=8192
📀 RequiredMemory: 3588 MB
⭕ Socket[0]: connecting to 192.168.1.77:9998 worker
⭕ Socket[0]: connected
⭕ Socket[1]: connecting to 192.168.1.75:9998 worker
⭕ Socket[1]: connected
⭕ Socket[2]: connecting to 192.168.1.76:9998 worker
⭕ Socket[2]: connected
⭕ Network is initialized
🧠 CPU: neon fp16
💿 Loading weights...
💿 Loaded 12/32
💿 Loaded 13/32
💿 Loaded 14/32
💿 Loaded 15/32
💿 Loaded 16/32
💿 Loaded 17/32
💿 Loaded 18/32
💿 Loaded 19/32
💿 Loaded 20/32
💿 Loaded 21/32
💿 Loaded 22/32
💿 Loaded 23/32
💿 Loaded 24/32
💿 Loaded 25/32
💿 Loaded 26/32
💿 Loaded 27/32
💿 Loaded 28/32
💿 Loaded 29/32
💿 Loaded 30/32
💿 Loaded 31/32
💿 Loaded 32/32
💿 Weights loaded
🚁 Network is in non-blocking mode
Five houses in a row, each a different color, owner nationality, drink, cigarette, and pet. Solve the full Einstein zebra puzzle step by step, stating every deduction and why, then give the final assignment table.
🔷️ Eval 2880 ms Sync  485 ms | Sent 27648 kB Recv 38136 kB | (32 tokens)
🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  of
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  these
🔶 Pred   96 ms Sync   36 ms | Sent   864 kB Recv  1191 kB |  houses
🔶 Pred  132 ms Sync   72 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred  112 ms Sync   46 ms | Sent   864 kB Recv  1191 kB |  national
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ities
🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  drink
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  preferences
🔶 Pred   93 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  smoke
🔶 Pred   93 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  cigarettes
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  pets
🔶 Pred   94 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred   93 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  I
🔶 Pred   93 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  need
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred   93 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  figure
🔶 Pred   93 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  out
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  who
🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  lives
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  which
🔶 Pred  168 ms Sync   84 ms | Sent   864 kB Recv  1191 kB |  house
🔶 Pred   94 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  based
🔶 Pred  112 ms Sync   48 ms | Sent   864 kB Recv  1191 kB |  on
🔶 Pred  132 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  these
🔶 Pred  214 ms Sync   39 ms | Sent   864 kB Recv  1191 kB |  clues
🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  Let
🔶 Pred   93 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  me
🔶 Pred   94 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  try
🔶 Pred   94 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  break
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  it
🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  down
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  step
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  by
🔶 Pred   95 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  step
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | First
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  let
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  list
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  out
🔶 Pred  115 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  128 ms Sync   52 ms | Sent   864 kB Recv  1191 kB |  information
🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  we
🔶 Pred  116 ms Sync   39 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred   95 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | :


🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | 1
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Five
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  houses
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  in
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  row
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  a
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  different
🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  color
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred   95 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  houses
🔶 Pred  158 ms Sync   28 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  colored
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  differently
🔶 Pred  146 ms Sync   25 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred  111 ms Sync   51 ms | Sent   864 kB Recv  1191 kB |  maybe
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  red
🔶 Pred  114 ms Sync   42 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   96 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  blue
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  green
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  yellow
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   96 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  purple
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ?
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Not
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  sure
🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  yet
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   94 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  but
🔶 Pred   95 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred   95 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  unique
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred   94 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 2
🔶 Pred   96 ms Sync   14 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred   96 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  Each
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  house
🔶 Pred   95 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred  150 ms Sync   72 ms | Sent   864 kB Recv  1191 kB |  an
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  owner
🔶 Pred  115 ms Sync   38 ms | Sent   864 kB Recv  1191 kB |  with
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | :

🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |   
🔶 Pred  112 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  -
🔶 Pred  101 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  Different
🔶 Pred   97 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  national
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ities
🔶 Pred   96 ms Sync   14 ms | Sent   864 kB Recv  1191 kB | 

🔶 Pred   96 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |   
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  -
🔶 Pred  145 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  Different
🔶 Pred  117 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  drink
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  preferences
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 

🔶 Pred   96 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |   
🔶 Pred   99 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  -
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Different
🔶 Pred   96 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  cigarette
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  smoking
🔶 Pred   96 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  habits
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | 

🔶 Pred   97 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |   
🔶 Pred  164 ms Sync   72 ms | Sent   864 kB Recv  1191 kB |  -
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  Different
🔶 Pred  105 ms Sync   46 ms | Sent   864 kB Recv  1191 kB |  pets
🔶 Pred  123 ms Sync   21 ms | Sent   864 kB Recv  1191 kB | 


🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | So
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  owner
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  four
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  attributes
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | :
🔶 Pred   96 ms Sync   14 ms | Sent   864 kB Recv  1191 kB |  nationality
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  drink
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  smoke
🔶 Pred   96 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  pet
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  All
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  these
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  attributes
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  unique
🔶 Pred  151 ms Sync   64 ms | Sent   864 kB Recv  1191 kB |  across
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred   99 ms Sync   30 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  181 ms Sync   28 ms | Sent   864 kB Recv  1191 kB |  owners
🔶 Pred  119 ms Sync   24 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred   95 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  That
🔶 Pred   96 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  means
🔶 Pred   95 ms Sync   22 ms | Sent   864 kB Recv  1191 kB |  for
🔶 Pred   95 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  attribute
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  there
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred   95 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  distinct
🔶 Pred   96 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  possibilities
🔶 Pred   95 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | Wait
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  but
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred   95 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  problem
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  says
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  "
🔶 Pred  147 ms Sync   59 ms | Sent   864 kB Recv  1191 kB | different
🔶 Pred  145 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  national
🔶 Pred  103 ms Sync   34 ms | Sent   864 kB Recv  1191 kB | ities
🔶 Pred  105 ms Sync   22 ms | Sent   864 kB Recv  1191 kB | ,"
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  "
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | different
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  drink
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  preferences
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,"
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  etc
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred   95 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  So
🔶 Pred  107 ms Sync   24 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred   98 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  attribute
🔶 Pred   97 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  has
🔶 Pred   97 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred   96 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  unique
🔶 Pred   95 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  options
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .
🔶 Pred   96 ms Sync   19 ms | Sent   864 kB Recv  1191 kB |  Since
🔶 Pred  156 ms Sync   27 ms | Sent   864 kB Recv  1191 kB |  there
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  are
🔶 Pred   98 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred  137 ms Sync   75 ms | Sent   864 kB Recv  1191 kB |  houses
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred  117 ms Sync   46 ms | Sent   864 kB Recv  1191 kB |  attribute
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  must
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  be
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  assigned
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  exactly
🔶 Pred   96 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  once
🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  to
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred   98 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  house
🔶 Pred   97 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | 's
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  owner
🔶 Pred   96 ms Sync   18 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred   97 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | So
🔶 Pred   99 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   97 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  we
🔶 Pred   97 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  have
🔶 Pred   97 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  five
🔶 Pred   96 ms Sync   18 ms | Sent   864 kB Recv  1191 kB |  owners
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  each
🔶 Pred   96 ms Sync   20 ms | Sent   864 kB Recv  1191 kB |  with
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  unique
🔶 Pred  161 ms Sync   50 ms | Sent   864 kB Recv  1191 kB |  nationality
🔶 Pred   98 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   97 ms Sync   41 ms | Sent   864 kB Recv  1191 kB |  drink
🔶 Pred  175 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   95 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  smoke
🔶 Pred   96 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  and
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB |  pet
🔶 Pred   96 ms Sync   16 ms | Sent   864 kB Recv  1191 kB | .


🔶 Pred   96 ms Sync   15 ms | Sent   864 kB Recv  1191 kB | Now
🔶 Pred   96 ms Sync   17 ms | Sent   864 kB Recv  1191 kB | ,
🔶 Pred  115 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  the
🔶 Pred  167 ms Sync   13 ms | Sent   864 kB Recv  1191 kB |  puzzle
🔶 Pred   97 ms Sync   15 ms | Sent   864 kB Recv  1191 kB |  is
🔶 Pred   96 ms Sync   17 ms | Sent   864 kB Recv  1191 kB |  to
